9;CROIX DE CHAVAUX (PLACE JACQUES DUCLOS);MAIRIE DE MONTREUIL;0.000000
10;BOULOGNE - PONT DE SAINT-CLOUD (RHIN ET DANUBE);BOULOGNE - JEAN JAURES;0.000000
10;BOULOGNE - JEAN JAURES;MICHEL-ANGE - MOLITOR;0.000000
10;MICHEL-ANGE - MOLITOR;CHARDON-LAGACHE;0.000000
10;CHARDON-LAGACHE;MIRABEAU;0.000000
10;MIRABEAU;JAVEL - ANDRE CITROEN;0.000000
10;JAVEL - ANDRE CITROEN;CHARLES MICHELS;0.000000
10;CHARLES MICHELS;AVENUE EMILE ZOLA;0.000000
10;AVENUE EMILE ZOLA;LA MOTTE-PICQUET - GRENELLE;0.000000
10;LA MOTTE-PICQUET - GRENELLE;SEGUR;0.000000
10;SEGUR;DUROC;0.000000
10;DUROC;VANEAU;0.000000
10;VANEAU;SEVRES - BABYLONE;0.000000
10;SEVRES - BABYLONE;MABILLON;0.000000
10;MABILLON;ODEON;0.000000
10;ODEON;CLUNY - LA SORBONNE;0.000000
10;CLUNY - LA SORBONNE;MAUBERT - MUTUALITE;0.000000
10;MAUBERT - MUTUALITE;CARDINAL LEMOINE;0.000000
10;CARDINAL LEMOINE;JUSSIEU;0.000000
10;JUSSIEU;GARE D'AUSTERLITZ;0.000000
11;MAIRIE DES LILAS;PORTE DES LILAS;0.000000
11;PORTE DES LILAS;TELEGRAPHE;0.000000
11;TELEGRAPHE;PLACE DES FETES;0.000000
11;PLACE DES FETES;JOURDAIN;0.000000
11;JOURDAIN;PYRENEES;0.000000
11;PYRENEES;BELLEVILLE;0.000000
11;BELLEVILLE;GONCOURT (HOPITAL-SAINT-LOUIS);0.000000
11;GONCOURT (HOPITAL-SAINT-LOUIS);REPUBLIQUE;0.000000
11;REPUBLIQUE;ARTS ET METIERS;0.000000
11;ARTS ET METIERS;RAMBUTEAU (CENTRE GEORGES POMPIDOU);0.000000
11;RAMBUTEAU (CENTRE GEORGES POMPIDOU);HOTEL DE VILLE;0.000000
11;HOTEL DE VILLE;CHATELET;0.000000
12;PORTE DE LA CHAPELLE;MARX DORMOY;0.000000
12;MARX DORMOY;MARCADET - POISSONNIERS;0.000000
12;MARCADET - POISSONNIERS;JULES JOFFRIN;0.000000
12;JULES JOFFRIN;LAMARCK - CAULAINCOURT;0.000000
12;LAMARCK - CAULAINCOURT;ABBESSES (BUTTE MONTMARTRE);0.000000
12;ABBESSES (BUTTE MONTMARTRE);PIGALLE;0.000000
12;PIGALLE;SAINT-GEORGES;0.000000
12;SAINT-GEORGES;NOTRE-DAME-DE-LORETTE;0.000000
12;NOTRE-DAME-DE-LORETTE;TRINITE - D'ESTIENNE D'ORVES;0.000000
12;TRINITE - D'ESTIENNE D'ORVES;SAINT-LAZARE;0.000000
12;SAINT-LAZARE;MADELEINE;0.000000
12;MADELEINE;CONCORDE;0.000000
12;CONCORDE;ASSEMBLEE NATIONALE;0.000000
12;ASSEMBLEE NATIONALE;SOLFERINO (MUSEE D'ORSAY);0.000000
12;SOLFERINO (MUSEE D'ORSAY);RUE DU BAC;0.000000
